gene	scaffold	length	FB	FLM	RPKM_FB	RPKM_FLM	log2ratio	pval	padj
GSTUMT00009570001 	scaffold_59	2064	3565	5175	23.30657771	39.33449003	0.75503248	0.800770996	1
GSTUMT00009571001 	scaffold_59	1149	1586	562	18.62566641	7.67342318	-1.279239275	0.770936492	1
GSTUMT00009572001 	scaffold_59	1239	4520	3814	49.22614135	48.29278429	-0.027616447	0.966034609	1
GSTUMT00009575001 	scaffold_59	1719	13390	3473	105.1074177	31.69580377	-1.729468939	0.681217375	1
GSTUMT00009578001 	scaffold_59	3031	3002	2177	13.36452161	11.26796153	-0.24616157	0.987137336	1
GSTUMT00009579001 	scaffold_59	4503	3025	1977	9.064672084	6.887753326	-0.39617106	0.954906741	1
GSTUMT00009580001 	scaffold_59	488	1259	505	34.81244883	16.23470565	-1.100474653	0.807524308	1
GSTUMT00009583001 	scaffold_59	2050	5848	4843	38.49303627	37.06239418	-0.054639946	0.971820352	1
GSTUMT00009584001 	scaffold_59	1320	40121	1173	410.1346707	13.94109683	-4.878581767	0.254323234	1
GSTUMT00009587001 	scaffold_59	1415	1821	650	17.36529526	7.206589417	-1.268701283	0.77283216	1
GSTUMT00009588001 	scaffold_59	89	1103	3	167.2299931	0.52881542	-8.302136698	0.092438732	1
GSTUMT00009589001 	scaffold_59	1343	716757	2603	7201.527051	30.40682105	-7.887716806	0.091807593	1
GSTUMT00009591001 	scaffold_59	781	689	447	11.90410788	8.979028541	-0.406788759	0.953477526	1
GSTUMT00009592001 	scaffold_59	1302	6507	814	67.43703827	9.80813158	-2.781365247	0.500791014	1
GSTUMT00009593001 	scaffold_59	349	3118	737	120.5533685	33.12950322	-1.863451908	0.657118332	1
GSTUMT00009594001 	scaffold_59	937	6362	1224	91.61840776	20.49343175	-2.160421248	0.602878051	1
GSTUMT00009595001 	scaffold_59	1511	1171	238	10.45733683	2.471071749	-2.080860919	0.620113343	1
GSTUMT00009596001 	scaffold_59	1807	4619	307	34.4920078	2.665342876	-3.693369718	0.376576261	1
GSTUMT00009598001 	scaffold_59	1113	14304	1072	173.4167341	15.11027902	-3.520553759	0.39687093	1
GSTUMT00009599001 	scaffold_59	1918	12575	9994	88.46837637	81.74545304	-0.11402202	0.984561568	1
GSTUMT00009602001 	scaffold_6	3836	2414	3564	8.49155708	14.5757852	0.779401665	0.795928536	1
GSTUMT00009605001 	scaffold_6	2986	109914	277	496.6973874	1.455334512	-8.41388448	0.076808598	1
GSTUMT00009607001 	scaffold_6	1275	4	0	0.042332944	0	-5.437392352	0.890176949	1
GSTUMT00009609001 	scaffold_6	1248	5389	4302	58.26694716	54.07900389	-0.107607229	0.983229437	1
GSTUMT00009610001 	scaffold_6	2715	130	362	0.646103635	2.091758774	1.69333734	0.628288086	1
GSTUMT00009612001 	scaffold_6	2592	2653	123015	13.81118424	744.5535463	5.752364156	0.167491376	1
GSTUMT00009614001 	scaffold_6	852	34	0	0.538478029	0	-9.075420396	0.36359757	1
GSTUMT00009615001 	scaffold_6	2763	3741	1603	18.26987135	9.101762528	-1.00516909	0.825986068	1
GSTUMT00009616001 	scaffold_6	1878	8206	56	58.96096606	0.467805477	-6.974651397	0.126541824	1
GSTUMT00009618001 	scaffold_6	1460	500	674	4.621104765	7.242356578	0.648108438	0.824754261	1
GSTUMT00009619001 	scaffold_6	927	301	445	4.381425459	7.531008532	0.781305082	0.798966291	1
GSTUMT00009626001 	scaffold_6	4608	1411	1127	4.131837276	3.836933819	-0.106802727	0.983306839	1
GSTUMT00009627001 	scaffold_6	2517	1825	1768	9.783816962	11.01975421	0.17160619	0.923551091	1
GSTUMT00009628001 	scaffold_6	1250	671	437	7.243378391	5.484591506	-0.40121471	0.954684774	1
GSTUMT00009629001 	scaffold_6	1116	2222	2638	26.8663412	37.08373418	0.464971869	0.86125458	1
GSTUMT00009630001 	scaffold_6	2999	1933	2842	8.697292062	14.86690173	0.773397001	0.797281279	1
GSTUMT00009633001 	scaffold_6	5048	3380	9465	9.034955545	29.41535776	1.70286955	0.617955232	1
GSTUMT00009634001 	scaffold_6	585	733	209	16.90739794	5.604840818	-1.592737288	0.711849551	1
GSTUMT00009635001 	scaffold_6	2484	318	71	1.727444863	0.448414472	-1.943356097	0.653964871	1
GSTUMT00009636001 	scaffold_6	1495	1825	1207	16.47215204	12.66598415	-0.379043555	0.958740351	1
GSTUMT00009638001 	scaffold_6	2724	21	1	0.10402575	0.005759248	-3.957736594	0.597615816	1
GSTUMT00009640001 	scaffold_6	1036	3190	528	41.54890605	7.995525817	-2.377399969	0.566473731	1
GSTUMT00009641001 	scaffold_6	1321	2384	383	24.35185782	4.548506494	-2.42030912	0.559881619	1
GSTUMT00009642001 	scaffold_6	1611	2390	1551	20.01847668	15.10390065	-0.406387567	0.952788087	1
GSTUMT00009643001 	scaffold_6	2412	1627	2159	9.102043683	14.04262187	0.625494148	0.827887024	1
GSTUMT00009644001 	scaffold_6	2571	583	502	3.059814822	3.063194004	0.001591877	0.960648649	1
GSTUMT00009646001 	scaffold_6	2863	2296	891	10.82129413	4.882353479	-1.148062242	0.7969608	1
GSTUMT00009647001 	scaffold_6	926	240	82	3.497268056	1.389235039	-1.331312029	0.77006234	1
GSTUMT00009648001 	scaffold_6	4661	3374	974	9.767752379	3.278330368	-1.57477307	0.711615273	1
GSTUMT00009653001 	scaffold_6	203	1	244	0.066471064	18.85674166	8.126672294	0.110611255	1
GSTUMT00009654001 	scaffold_6	764	5	5738	0.08830907	117.8257053	10.36557224	0.037287562	1
GSTUMT00009667001 	scaffold_6	1930	2247	5000	15.70993649	40.64298137	1.371272552	0.679159372	1
GSTUMT00009668001 	scaffold_6	2395	7320	1269	41.24147879	8.31244849	-2.310612097	0.576811799	1
GSTUMT00009669001 	scaffold_6	2631	3955	1176	20.28403287	7.01228141	-1.532254118	0.719756483	1
GSTUMT00009670001 	scaffold_6	1057	131	50	1.672341528	0.74210931	-1.17108558	0.808511859	1
GSTUMT00009671001 	scaffold_6	1902	1722	678	12.21662662	5.592320382	-1.127187181	0.801565451	1
GSTUMT00009672001 	scaffold_6	165	140	193	11.44913714	18.35042925	0.68052755	0.823792503	1
GSTUMT00009673001 	scaffold_6	1750	7695	9424	59.33340081	84.48314867	0.50981189	0.851502998	1
GSTUMT00009675001 	scaffold_6	3189	2215	4319	9.372336595	21.24719225	1.18070551	0.715753606	1
GSTUMT00009676001 	scaffold_6	225	33	166	1.979065134	11.57439855	2.547442074	0.506483634	1
GSTUMT00009677001 	scaffold_6	1053	286	802	3.664935434	11.94865055	1.704715147	0.621479644	1
GSTUMT00009678001 	scaffold_6	1650	1852	1388	15.14557284	13.19709627	-0.198661552	0.997434058	1
GSTUMT00009679001 	scaffold_6	204	39	50	2.579663778	3.845144806	0.575670889	0.862501871	1
GSTUMT00009680001 	scaffold_6	1028	10	22	0.131260952	0.335739492	1.348245731	0.77673917	1
GSTUMT00009682001 	scaffold_6	1482	1125	555	10.24313708	5.875132185	-0.801859708	0.869445945	1
GSTUMT00009687001 	scaffold_6	436	0	6	0	0.215892534	7.760836583	0.724424875	1
GSTUMT00009688001 	scaffold_6	2019	11	2081	0.073516535	16.16994803	7.761627945	0.088161783	1
GSTUMT00009689001 	scaffold_6	2001	246	3409	1.658886544	26.72715765	4.009203858	0.301706959	1
GSTUMT00009690001 	scaffold_6	596	0	0	0	0	0	NA	NA
GSTUMT00009697001 	scaffold_6	1376	1941	21060	19.03424993	240.1114087	3.656964545	0.336988269	1
GSTUMT00009698001 	scaffold_6	761	115	1608	2.039115611	33.14929148	4.02229874	0.302405344	1
GSTUMT00009699001 	scaffold_6	659	20	89	0.409518237	2.118738971	2.368368399	0.552415271	1
GSTUMT00009702001 	scaffold_6	1962	5961	2845	40.99668913	22.74867627	-0.849696577	0.858258896	1
GSTUMT00009703001 	scaffold_6	6294	39	201	0.0836116	0.50100514	2.568774764	0.496976944	1
GSTUMT00009704001 	scaffold_6	2661	1981	4730	10.04542388	27.88618659	1.472920343	0.660153983	1
GSTUMT00009705001 	scaffold_6	3444	505	1591	1.978594973	7.247361084	1.872449543	0.590069573	1
GSTUMT00009708001 	scaffold_6	1109	746	950	9.076866485	13.43893712	0.566101214	0.841036168	1
GSTUMT00009711001 	scaffold_6	520	1433	1787	37.18531911	53.9130711	0.535889903	0.846650277	1
GSTUMT00009712001 	scaffold_6	771	51	356	0.892574477	7.243833888	3.019292728	0.427752616	1
GSTUMT00009713001 	scaffold_6	731	233	203	4.300977891	4.356638487	0.018546404	0.958583185	1
GSTUMT00009714001 	scaffold_6	1301	103	598	1.0682886	7.211020832	2.753752276	0.457640644	1
GSTUMT00009715001 	scaffold_6	2057	424	106	2.781379382	0.808433751	-1.781334236	0.680062169	1
GSTUMT00009716001 	scaffold_6	1922	989	6912	6.943390234	56.41871741	3.022279514	0.413813249	1
GSTUMT00009718001 	scaffold_6	1850	885	1334	6.455058884	11.31245759	0.809314267	0.790675739	1
GSTUMT00009719001 	scaffold_6	1665	1289	884	10.4464167	8.32934575	-0.326697975	0.97009532	1
GSTUMT00009721001 	scaffold_6	1766	2431	2603	18.57474779	23.12364704	0.316011056	0.892688648	1
GSTUMT00009731001 	scaffold_6	791	223	759	3.804144853	15.05352316	1.984173733	0.573799281	1
GSTUMT00009734001 	scaffold_6	1026	4075	2056	53.59310488	31.43754415	-0.769539908	0.875267401	1
GSTUMT00009735001 	scaffold_6	1029	358	584	4.694575391	8.90369624	0.923264443	0.769633482	1
GSTUMT00009736001 	scaffold_6	2129	3551	6020	22.50627789	44.36022013	0.978907464	0.75539345	1
GSTUMT00009737001 	scaffold_6	1514	2026	2823	18.05686004	29.25215499	0.695965294	0.813172596	1
GSTUMT00009738001 	scaffold_6	2148	6194	1737	38.91039056	12.68640011	-1.616796075	0.703068301	1
GSTUMT00009739001 	scaffold_6	1347	702	450	7.032312838	5.241043699	-0.424075008	0.949780434	1
GSTUMT00009741001 	scaffold_6	516	15	126	0.392256567	3.83083729	3.284493538	0.420947868	1
GSTUMT00009743001 	scaffold_60	1108	1033	363	12.58024871	5.139723161	-1.291231892	0.769438109	1
GSTUMT00009744001 	scaffold_60	3774	1761	4535	6.296310343	18.85160183	1.581955969	0.640120752	1
GSTUMT00009745001 	scaffold_60	2481	298	178	1.62075797	1.125553391	-0.525642839	0.930047385	1
GSTUMT00009746001 	scaffold_60	721	895	535	16.75006268	11.64102924	-0.524910076	0.928122	1
GSTUMT00009747001 	scaffold_60	1380	184	70	1.799150122	0.795777795	-1.175867877	0.802819533	1
GSTUMT00009748001 	scaffold_60	2112	2082	1475	13.30195509	10.95647795	-0.279830982	0.979976056	1
GSTUMT00009749001 	scaffold_60	228	107	42	6.332534969	2.889929885	-1.131477324	0.819561655	1
GSTUMT00009750001 	scaffold_60	869	869	403	13.49362591	7.275421053	-0.891084052	0.851303779	1
GSTUMT00009757001 	scaffold_60	1148	1144	16134	13.4466098	220.4819429	4.035245376	0.297825501	1
GSTUMT00009759001 	scaffold_60	2801	1010	2785	4.865605917	15.59857601	1.680518958	0.622789819	1
GSTUMT00009761001 	scaffold_60	2423	309	635	1.72081321	4.111432589	1.256063389	0.704614246	1
GSTUMT00009762001 	scaffold_60	3408	6003	5975	23.76826184	27.50497068	0.210647715	0.914908273	1
GSTUMT00009764001 	scaffold_60	1558	937	501	8.115229449	5.044790497	-0.685729345	0.894070407	1
GSTUMT00009766001 	scaffold_60	584	2075	287	47.94396194	7.709778701	-2.636430756	0.525303347	1
GSTUMT00009767001 	scaffold_60	452	832	2531	24.83782469	87.84692684	1.822411329	0.597943281	1
GSTUMT00009768001 	scaffold_60	1766	2380	8468	18.18506777	75.22514142	2.048400458	0.558459948	1
GSTUMT00009770001 	scaffold_60	4076	7366	11954	24.38519345	46.00996882	0.915913256	0.767864023	1
GSTUMT00009771001 	scaffold_60	681	226	413	4.478060876	9.514277244	1.087049418	0.739071163	1
GSTUMT00009772001 	scaffold_60	1861	5678	3190	41.16969798	26.89163282	-0.614406904	0.908086691	1
GSTUMT00009773001 	scaffold_60	428	471	373	14.84929394	13.67218498	-0.119142149	0.986583411	1
GSTUMT00009774001 	scaffold_60	937	3527	1660	50.79190886	27.79337966	-0.869833915	0.854232999	1
GSTUMT00009775001 	scaffold_60	524	1169	497	30.10314636	14.87982983	-1.016507228	0.824857951	1
GSTUMT00009776001 	scaffold_60	575	1102	410	25.86082741	11.18636214	-1.208954316	0.785789508	1
GSTUMT00009777001 	scaffold_60	3141	580	720	2.491659672	3.59614689	0.529167151	0.849115251	1
GSTUMT00009778001 	scaffold_60	1671	248	798	2.00264466	7.492026489	1.902921878	0.587175891	1
GSTUMT00009779001 	scaffold_60	2113	771	78	4.923608888	0.579119206	-3.085587861	0.46325904	1
GSTUMT00009780001 	scaffold_60	1709	1190	1209	9.395795693	11.09831638	0.240230035	0.909166202	1
GSTUMT00009781001 	scaffold_60	628	1424	451	30.59701163	11.26651919	-1.441267997	0.739003877	1
GSTUMT00009782001 	scaffold_60	4414	6563	11773	20.06313251	41.84346859	1.060418145	0.73900415	1
GSTUMT00009784001 	scaffold_60	1970	138	264	0.94523877	2.102376839	1.152431167	0.729584475	1
GSTUMT00009785001 	scaffold_60	1751	408	10702	3.144145844	95.88521874	4.930124655	0.221455658	1
GSTUMT00009786001 	scaffold_60	1002	1108	2299	14.92109532	35.99516034	1.270392895	0.69898403	1
GSTUMT00009787001 	scaffold_60	485	217	467	6.037354275	15.10594867	1.322984983	0.693566031	1
GSTUMT00009788001 	scaffold_60	1175	1079	835	12.39116797	11.14862921	-0.152432871	0.993187304	1
GSTUMT00009789001 	scaffold_60	291	449	292	20.82006198	15.74210212	-0.403323809	0.954788677	1
GSTUMT00009790001 	scaffold_60	822	1689	1314	27.72595398	25.07820282	-0.144797643	0.991409186	1
GSTUMT00009791001 	scaffold_60	899	1642	2351	24.64575501	41.02662579	0.735197956	0.805233041	1
GSTUMT00009792001 	scaffold_60	3477	925	958	3.589762431	4.322486854	0.267905097	0.903485619	1
GSTUMT00009794001 	scaffold_60	1326	376	47	3.826246866	0.556067095	-2.780383955	0.515809745	1
GSTUMT00009795001 	scaffold_60	4243	1987	3103	6.319074875	11.47312187	0.860370191	0.77953533	1
GSTUMT00009798001 	scaffold_60	633	3519	2614	75.01432795	64.78504071	-0.21150242	0.994574072	1
GSTUMT00009799001 	scaffold_60	246	1037	1389	56.88166697	88.58088224	0.639022545	0.825487061	1
GSTUMT00009800001 	scaffold_60	1007	11631	11071	155.8533893	172.4766241	0.146210424	0.928626971	1
GSTUMT00009801001 	scaffold_60	67	1	0	0.201397402	0	-7.661046959	1	1
GSTUMT00009803001 	scaffold_60	301	159	73	7.127862194	3.804777172	-0.905480738	0.857079718	1
GSTUMT00009804001 	scaffold_60	1003	1725	802	23.20688405	12.54429614	-0.887468466	0.851058538	1
GSTUMT00009808001 	scaffold_60	1073	1433	963	18.0208443	14.07989538	-0.356007584	0.963775824	1
GSTUMT00009809001 	scaffold_60	1197	1292	349	14.56454861	4.574084036	-1.670689893	0.694945182	1
GSTUMT00009810001 	scaffold_60	102	102	24	13.49362591	3.691339013	-1.869778059	0.691886495	1
GSTUMT00009811001 	scaffold_60	1092	2066	345	25.5291494	4.956433909	-2.364536536	0.569521908	1
GSTUMT00009812001 	scaffold_60	1017	869	508	11.52995174	7.836382429	-0.557067794	0.921337779	1
GSTUMT00009813001 	scaffold_60	1826	1088	378	8.040013689	3.247610145	-1.307554765	0.766032978	1
GSTUMT00009814001 	scaffold_60	3002	6137	11	27.5850707	0.057485043	-8.881656547	0.067501074	1
GSTUMT00009822001 	scaffold_60	261	98	300	5.066572183	18.03240323	1.831305046	0.606791054	1
GSTUMT00009823001 	scaffold_60	3733	2213	521	7.999301942	2.189538551	-1.868768846	0.656599502	1
GSTUMT00009826001 	scaffold_60	849	938	689	14.90815207	12.7316413	-0.227666482	0.991435186	1
GSTUMT00009827001 	scaffold_60	1207	475	371	5.310250464	4.822136528	-0.139079916	0.990823303	1
GSTUMT00009828001 	scaffold_61	3298	336	5884	1.374729626	27.98948293	4.34666751	0.26931761	1
GSTUMT00009830001 	scaffold_61	382	2050	3900	72.4134375	160.1673931	1.145240215	0.722738604	1
GSTUMT00009831001 	scaffold_61	1493	9666	7856	87.36060823	82.54951573	-0.081722187	0.977615348	1
GSTUMT00009835001 	scaffold_61	2002	4043	787	27.25011467	6.167135947	-2.143408775	0.606279792	1
GSTUMT00009837001 	scaffold_61	1344	813	601	8.16243889	7.015329371	-0.218460548	0.993469479	1
GSTUMT00009838001 	scaffold_61	1498	1031	723	9.287001547	7.571803707	-0.294540679	0.977086075	1
GSTUMT00009839001 	scaffold_61	3189	1146	2718	4.849073471	13.37112029	1.463149731	0.662421029	1
GSTUMT00009840001 	scaffold_61	1425	1727	1813	16.35332769	19.95978241	0.287495819	0.898894886	1
GSTUMT00009841001 	scaffold_61	1016	492	545	6.534314911	8.415417313	0.364949484	0.883850912	1
GSTUMT00009842001 	scaffold_61	811	80	1001	1.331060509	19.36359926	3.861690122	0.320713921	1
GSTUMT00009843001 	scaffold_61	885	1	96	0.015247035	1.70176985	6.711563189	0.193669865	1
GSTUMT00009844001 	scaffold_61	1040	85	1415	1.102844426	21.34499038	4.27335634	0.279187457	1
GSTUMT00009846001 	scaffold_61	1533	78	109	0.686564137	1.115468231	0.699375999	0.825830067	1
GSTUMT00009848001 	scaffold_61	7363	1964	10236	3.599277645	21.80963209	2.598851508	0.472272828	1
GSTUMT00009849001 	scaffold_61	990	11	303	0.149929177	4.801537186	4.991853153	0.236915582	1
GSTUMT00009850001 	scaffold_61	954	258	1818	3.649219587	29.89636361	3.033963111	0.414387196	1
GSTUMT00009853001 	scaffold_61	1689	1960	9094	15.65867779	84.46915761	2.431387214	0.497384995	1
GSTUMT00009854001 	scaffold_61	4530	2024	2132	6.028940144	7.383492892	0.29235517	0.897780599	1
GSTUMT00009855001 	scaffold_61	1575	5374	1894	46.04110836	18.86567199	-1.287113939	0.768161571	1
GSTUMT00009856001 	scaffold_61	1702	2093	1675	16.59351295	15.43931821	-0.104003801	0.982592861	1
GSTUMT00009857001 	scaffold_61	1921	317	261	2.226694125	2.13150328	-0.063003196	0.975164471	1
GSTUMT00009859001 	scaffold_61	1755	81	517	0.622782735	4.621535412	2.889568845	0.440296182	1
GSTUMT00009860001 	scaffold_61	3744	1360	3923	4.901530781	16.43824053	1.745545056	0.61088175	1
GSTUMT00009862001 	scaffold_61	1974	41	146	0.280262747	1.160322116	2.045777802	0.583795672	1
GSTUMT00009863001 	scaffold_61	2132	3526	6579	22.31638132	48.41116666	1.117201909	0.727971302	1
GSTUMT00009867001 	scaffold_61	2951	1516	5879	6.932001656	31.25410835	2.172539994	0.538296358	1
GSTUMT00009890001 	scaffold_62	857	2	107	0.031490376	1.958735608	5.914502802	0.219755472	1
GSTUMT00009892001 	scaffold_62	887	0	39	0	0.689785165	9.432093291	0.252068854	1
GSTUMT00009894001 	scaffold_62	1191	0	1	0	0.013172284	3.825000424	0.992783999	1
GSTUMT00009902001 	scaffold_63	3292	355	43628	1.455114581	207.9114181	7.157708235	0.104022502	1
GSTUMT00009905001 	scaffold_63	180	0	0	0	0	0	NA	NA
GSTUMT00009907001 	scaffold_63	946	3528	3693	50.32295161	61.24364551	0.283338506	0.899516689	1
GSTUMT00009909001 	scaffold_63	3503	510	3335	1.964530179	14.93580255	2.92588093	0.427349697	1
GSTUMT00009911001 	scaffold_63	1299	1996	648	20.73385475	7.82597971	-1.405530331	0.745422455	1
GSTUMT00009912001 	scaffold_63	3025	4640	5555	20.69766091	28.80922312	0.477043397	0.858472071	1
GSTUMT00009914001 	scaffold_63	2809	1604	291	7.705153424	1.625227314	-2.244481978	0.590503267	1
GSTUMT00009915001 	scaffold_63	858	4713	1418	74.12058151	25.92756942	-1.515351055	0.722939519	1
GSTUMT00009917001 	scaffold_63	963	356	121	4.988297846	1.971205698	-1.339026766	0.764980293	1
GSTUMT00009918001 	scaffold_63	1340	1041	4230	10.48273476	49.52316949	2.239980023	0.527763158	1
GSTUMT00009922001 	scaffold_63	4616	8812	5776	25.75949557	19.63063044	-0.391980352	0.955653265	1
GSTUMT00009923001 	scaffold_63	1445	863	439	8.058822951	4.766170079	-0.75761505	0.879107957	1
GSTUMT00009924001 	scaffold_63	54	0	0	0	0	0	NA	NA
GSTUMT00009926001 	scaffold_63	2580	1679	3091	8.78131702	18.7954255	1.097784814	0.732178793	1
GSTUMT00009927001 	scaffold_63	748	911	844	16.43408183	17.70164845	0.107186575	0.93771766	1
GSTUMT00009928001 	scaffold_63	3683	2604	1596	9.540429509	6.798358004	-0.488806895	0.935109021	1
GSTUMT00009930001 	scaffold_63	924	1850	1013	27.01645881	17.19928278	-0.651459702	0.90065105	1
GSTUMT00009940001 	scaffold_63	2361	2094	910	11.96766314	6.046697854	-0.984804048	0.830621822	1
GSTUMT00009942001 	scaffold_63	1380	2063	133	20.17199294	1.51197781	-3.73696241	0.373385599	1
GSTUMT00009943001 	scaffold_63	2519	1188	15	6.363806108	0.093419159	-6.074893119	0.177683147	1
GSTUMT00009945001 	scaffold_63	1286	670	257	7.030116145	3.135198318	-1.164736935	0.796079785	1
GSTUMT00009946001 	scaffold_63	757	443	193	7.896534056	3.99976331	-0.981126974	0.834845491	1
GSTUMT00009947001 	scaffold_63	707	967	405	18.45592116	8.986870264	-1.038110709	0.820788575	1
GSTUMT00009948001 	scaffold_63	1128	703	291	8.409591328	4.047219437	-1.054919742	0.818154478	1
GSTUMT00009949001 	scaffold_63	2697	1878	726	9.396006477	4.223072498	-1.153566647	0.796065343	1
GSTUMT00009950001 	scaffold_63	2735	1786	796	8.811559738	4.565923175	-0.948338611	0.838335958	1
GSTUMT00009952001 	scaffold_63	1455	15	2432	0.139109546	26.22246051	7.548159021	0.094060931	1
GSTUMT00009953001 	scaffold_63	579	0	549	0	14.87533118	13.86073115	0.047426302	1
GSTUMT00009958001 	scaffold_63	242	440	456	24.5338653	29.56121904	0.268921216	0.904313884	1
GSTUMT00009960001 	scaffold_63	1503	6564	2263	58.93024651	23.62100851	-1.318901144	0.761678805	1
GSTUMT00009962001 	scaffold_63	949	129	26	1.834223122	0.429813447	-2.090820287	0.647920795	1
GSTUMT00009963001 	scaffold_63	2471	8655	19409	47.26318587	123.2262628	1.382502163	0.676622518	1
GSTUMT00009985001 	scaffold_65	4577	5414	37975	15.96121711	130.1636543	3.027604787	0.412507479	1
GSTUMT00009986001 	scaffold_65	905	4141	723	61.74265736	12.53321763	-2.300418995	0.579101068	1
GSTUMT00009987001 	scaffold_65	3485	1033	698	3.999688829	3.142139794	-0.348041982	0.965639298	1
GSTUMT00009988001 	scaffold_65	1871	1323	350	9.541457555	2.934723026	-1.700645002	0.689187788	1
GSTUMT00009989001 	scaffold_65	1075	676	553	8.485294064	8.070297224	-0.072334108	0.976297277	1
GSTUMT00009990001 	scaffold_65	1181	7174	352	81.96720772	4.675904457	-4.131438591	0.32635901	1
GSTUMT00009991001 	scaffold_65	2293	1679	667	9.880417754	4.563464138	-1.11427255	0.80423024	1
GSTUMT00010002001 	scaffold_65	687	2005	628	39.38096064	14.34087893	-1.457300894	0.735227352	1
GSTUMT00010003001 	scaffold_65	912	357	642	5.282044355	11.04366063	1.063907663	0.741628112	1
GSTUMT00010009001 	scaffold_65	711	167	252	3.169388928	5.560371425	0.810780859	0.796064556	1
GSTUMT00010010001 	scaffold_65	848	109	1582	1.734440123	29.26735596	4.075968215	0.297238449	1
GSTUMT00010011001 	scaffold_65	5442	1355	1541	3.35976904	4.442392876	0.402870307	0.874604009	1
GSTUMT00010012001 	scaffold_65	1263	1176	611	12.56413624	7.58945731	-0.727167601	0.885065116	1
GSTUMT00010013001 	scaffold_65	2430	898	307	4.986533363	1.982005999	-1.33063745	0.761953177	1
GSTUMT00010016001 	scaffold_65	4899	22183	13235	61.10004157	42.38277308	-0.527684949	0.926474871	1
GSTUMT00010017001 	scaffold_65	2304	4651	74	27.23908599	0.503874184	-5.753663539	0.191420107	1
GSTUMT00010019001 	scaffold_65	1919	3636	7477	25.56687015	61.12590029	1.257475424	0.700670089	1
GSTUMT00010021001 	scaffold_65	114	12	62	1.420381675	8.532173948	2.585788452	0.542072302	1
GSTUMT00010022001 	scaffold_65	2649	1486	6509	7.569470785	38.54829519	2.348249558	0.51036498	1
GSTUMT00010023001 	scaffold_65	1664	6268	1521	50.82815339	14.33998691	-1.825511891	0.66348961	1
GSTUMT00010024001 	scaffold_65	1533	4464	11331	39.29259366	115.9575277	1.561242899	0.643502652	1
GSTUMT00010025001 	scaffold_65	2202	674	1702	4.130201574	12.12593131	1.553581166	0.646445657	1
GSTUMT00010026001 	scaffold_65	1121	601	56	7.234316837	0.783709799	-3.204825073	0.449387407	1
GSTUMT00010027001 	scaffold_65	2226	2454	561	14.87572237	3.953762373	-1.911393791	0.648621933	1
GSTUMT00010028001 	scaffold_65	843	1547	640	24.76232419	11.91037024	-1.055865607	0.816327884	1
GSTUMT00010029001 	scaffold_65	837	267	369	4.304418303	6.916299173	0.684055442	0.819315702	1
GSTUMT00010031001 	scaffold_65	2209	1202	2457	7.342389475	17.44947253	1.248748079	0.703049692	1
GSTUMT00010033001 	scaffold_65	2539	14721	4262	78.23539468	26.33441088	-1.570835921	0.711641151	1
GSTUMT00010035001 	scaffold_65	3214	6518	3397	27.36510694	16.5814512	-0.722732933	0.885030411	1
GSTUMT00010036001 	scaffold_65	638	7	0	0.148049187	0	-7.219644697	0.780029472	1
GSTUMT00010039001 	scaffold_65	881	1925	2100	29.48380237	37.39523348	0.342921446	0.887084582	1
GSTUMT00010045001 	scaffold_65	2838	347	580	1.649854895	3.206184168	0.958093883	0.762706347	1
GSTUMT00010046001 	scaffold_65	1011	1032	312	13.77390895	4.841459478	-1.508230901	0.72676656	1
GSTUMT00010048001 	scaffold_65	1187	878	303	9.980963398	4.004651908	-1.317286558	0.764713717	1
GSTUMT00010049001 	scaffold_65	2219	4138	442	25.16296712	3.124912274	-3.009010186	0.467417489	1
GSTUMT00010050001 	scaffold_65	1041	1581	103	20.49320132	1.552241742	-3.721861479	0.376320722	1
GSTUMT00010051001 	scaffold_65	1709	1911	219	15.08854249	2.010365001	-2.90730225	0.484097443	1
GSTUMT00010052001 	scaffold_65	784	216	14	3.71763163	0.280146264	-3.725379058	0.405124275	1
GSTUMT00010053001 	scaffold_65	5607	3152	14313	7.585501852	40.04727573	2.400233414	0.501958492	1
GSTUMT00010054001 	scaffold_65	2815	514	539	2.463845016	3.003884492	0.285812599	0.900442739	1
GSTUMT00010055001 	scaffold_65	1209	118	61	1.316995747	0.791546434	-0.733778346	0.893672071	1
GSTUMT00010056001 	scaffold_65	4206	3713	1516	11.91199073	5.654611808	-1.07478064	0.81160082	1
GSTUMT00010057001 	scaffold_65	1399	14	61	0.135032711	0.684045489	2.33224618	0.575359612	1
GSTUMT00010058001 	scaffold_65	1528	447	4323	3.947415434	44.38484873	3.490754087	0.356678577	1
GSTUMT00010064001 	scaffold_66	1700	578	404	4.587832811	3.728252404	-0.2992408	0.976495359	1
GSTUMT00010073001 	scaffold_66	45	0	0	0	0	0	NA	NA
GSTUMT00010074001 	scaffold_66	1483	28	1855	0.254768392	19.62346187	6.261671296	0.144487403	1
GSTUMT00010075001 	scaffold_66	1197	94	77	1.059649821	1.009181865	-0.070333375	0.980260254	1
GSTUMT00010076001 	scaffold_66	1815	4	18	0.029738019	0.155585363	2.348853292	0.678457188	1
GSTUMT00010077001 	scaffold_66	3320	3808	7203	15.47702635	34.03675855	1.136914515	0.724073239	1
GSTUMT00010078001 	scaffold_66	1815	2	248	0.014869009	2.143620562	7.078366549	0.134947882	1
GSTUMT00010079001 	scaffold_66	655	1	120	0.020600956	2.874172362	7.056409499	0.168795918	1
